AD_Org_ID[Name],Name,Description,AMN_P_Liability_Social,AMN_P_Provision_Vacation,AMN_P_SocBen_AW_Expense,AMN_P_SocBen_DW_Expense,AMN_P_SocBen_IW_Expense,AMN_P_SocBen_MW_Expense,AMN_P_SocBen_SW_Expense,AMN_P_Vacation_AW_Expense,AMN_P_Vacation_DW_Expense,AMN_P_Vacation_IW_Expense,AMN_P_Vacation_MW_Expense,AMN_P_Vacation_SW_Expense,AMN_P_Utilities_AW_Expense,AMN_P_Utilities_DW_Expense,AMN_P_Utilities_IW_Expense,AMN_P_Utilities_MW_Expense,AMN_P_Utilities_SW_Expense,AMN_P_Liability_Advances,AMN_P_Liability_Bonus,AMN_P_Liability_Other,AMN_P_Liability_Salary,AMN_P_Liability_Utilities,AMN_P_Liability_Vacation,AMN_P_Provision_Social,AMN_P_Provision_Utilities,AMN_P_SocSec_AW_Expense,AMN_P_SocSec_DW_Expense,AMN_P_SocSec_IW_Expense,AMN_P_SocSec_MW_Expense,AMN_P_SocSec_SW_Expense,AMN_P_Salary_AW_Expense,AMN_P_Salary_DW_Expense,AMN_P_Salary_IW_Expense,AMN_P_Salary_MW_Expense,AMN_P_Salary_SW_Expense,AMN_P_Education_AW_Expense,AMN_P_Education_DW_Expense,AMN_P_Education_IW_Expense,AMN_P_Education_MW_Expense,AMN_P_Education_SW_Expense,AMN_P_HouseSaving_AW_Expense,AMN_P_HouseSaving_DW_Expense,AMN_P_HouseSaving_IW_Expense,AMN_P_HouseSaving_MW_Expense,AMN_P_HouseSaving_SW_Expense,IsActive
"Tamanaco, C.A.",Nómina Tamanaco,Cuentas por Defecto,1000096,1000090,1000087,1000989,1000990,1000992,1000991,1000130,1000986,1000987,1000973,1000988,1000000,1000000,1000000,1000000,1000000,1000124,1001081,1000148,1000084,1000089,1000090,1000088,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,Y
