Value,Name,Description,year,month,StartDate,EndDate,C_Currency_ID,ipc,IsActive,salary_mo,Salary_Day,active_int_rate,active_int_rate2,inflation,TaxUnit,salary_day_20,salary_mo_20,salary_day_ru,salary_mo_ru
1975-01,ene-75,enero-1975,1975,1,1975-01-01,1975-01-31,205,"0,00",Y,"0,00","0,00","0,00","5,50","0,00",,"0,00","0,00",,
1975-02,feb-75,febrero-1975,1975,2,1975-02-01,1975-02-28,205,"0,00",Y,"0,00","0,00","0,00","5,50","0,00",,"0,00","0,00",,
1975-03,mar-75,marzo-1975,1975,3,1975-03-01,1975-03-31,205,"0,00",Y,"0,00","0,00","0,00","5,50","0,00",,"0,00","0,00",,
1975-04,abr-75,abril-1975,1975,4,1975-04-01,1975-04-30,205,"0,00",Y,"0,00","0,00","0,00","5,50","0,00",,"0,00","0,00",,
1975-05,may-75,mayo-1975,1975,5,1975-05-01,1975-05-31,205,"0,00",Y,"0,00","0,00","0,00","5,50","0,00",,"0,00","0,00",,
1975-06,jun-75,junio-1975,1975,6,1975-06-01,1975-06-30,205,"0,00",Y,"0,00","0,00","0,00","5,50","0,00",,"0,00","0,00",,
1975-07,jul-75,julio-1975,1975,7,1975-07-01,1975-07-31,205,"0,00",Y,"0,00","0,00","0,00","5,50","0,00",,"0,00","0,00",,
1975-08,ago-75,agosto-1975,1975,8,1975-08-01,1975-08-31,205,"0,00",Y,"0,00","0,00","0,00","5,50","0,00",,"0,00","0,00",,
1975-09,sep-75,septiembre-1975,1975,9,1975-09-01,1975-09-30,205,"0,00",Y,"0,00","0,00","0,00","5,50","0,00",,"0,00","0,00",,
1975-10,oct-75,octubre-1975,1975,10,1975-10-01,1975-10-31,205,"0,00",Y,"0,00","0,00","0,00","5,50","0,00",,"0,00","0,00",,
1975-11,nov-75,noviembre-1975,1975,11,1975-11-01,1975-11-30,205,"0,00",Y,"0,00","0,00","0,00","5,50","0,00",,"0,00","0,00",,
1975-12,dic-75,diciembre-1975,1975,12,1975-12-01,1975-12-31,205,"0,00",Y,"0,00","0,00","0,00","5,50","0,00",,"0,00","0,00",,
1976-01,ene-76,enero-1976,1976,1,1976-01-01,1976-01-31,205,"0,00",Y,"0,00","0,00","0,00","6,00","0,00",,"0,00","0,00",,
1976-02,feb-76,febrero-1976,1976,2,1976-02-01,1976-02-29,205,"0,00",Y,"0,00","0,00","0,00","6,00","0,00",,"0,00","0,00",,
1976-03,mar-76,marzo-1976,1976,3,1976-03-01,1976-03-31,205,"0,00",Y,"0,00","0,00","0,00","6,00","0,00",,"0,00","0,00",,
1976-04,abr-76,abril-1976,1976,4,1976-04-01,1976-04-30,205,"0,00",Y,"0,00","0,00","0,00","6,00","0,00",,"0,00","0,00",,
1976-05,may-76,mayo-1976,1976,5,1976-05-01,1976-05-31,205,"0,00",Y,"0,00","0,00","0,00","6,00","0,00",,"0,00","0,00",,
1976-06,jun-76,junio-1976,1976,6,1976-06-01,1976-06-30,205,"0,00",Y,"0,00","0,00","0,00","6,00","0,00",,"0,00","0,00",,
1976-07,jul-76,julio-1976,1976,7,1976-07-01,1976-07-31,205,"0,00",Y,"0,00","0,00","0,00","6,00","0,00",,"0,00","0,00",,
1976-08,ago-76,agosto-1976,1976,8,1976-08-01,1976-08-31,205,"0,00",Y,"0,00","0,00","0,00","6,00","0,00",,"0,00","0,00",,
1976-09,sep-76,septiembre-1976,1976,9,1976-09-01,1976-09-30,205,"0,00",Y,"0,00","0,00","0,00","6,00","0,00",,"0,00","0,00",,
1976-10,oct-76,octubre-1976,1976,10,1976-10-01,1976-10-31,205,"0,00",Y,"0,00","0,00","0,00","6,00","0,00",,"0,00","0,00",,
1976-11,nov-76,noviembre-1976,1976,11,1976-11-01,1976-11-30,205,"0,00",Y,"0,00","0,00","0,00","6,00","0,00",,"0,00","0,00",,
1976-12,dic-76,diciembre-1976,1976,12,1976-12-01,1976-12-31,205,"0,00",Y,"0,00","0,00","0,00","6,00","0,00",,"0,00","0,00",,
1977-01,ene-77,enero-1977,1977,1,1977-01-01,1977-01-31,205,"0,00",Y,"0,00","0,00","0,00","6,50","0,00",,"0,00","0,00",,
1977-02,feb-77,febrero-1977,1977,2,1977-02-01,1977-02-28,205,"0,00",Y,"0,00","0,00","0,00","6,50","0,00",,"0,00","0,00",,
1977-03,mar-77,marzo-1977,1977,3,1977-03-01,1977-03-31,205,"0,00",Y,"0,00","0,00","0,00","6,50","0,00",,"0,00","0,00",,
1977-04,abr-77,abril-1977,1977,4,1977-04-01,1977-04-30,205,"0,00",Y,"0,00","0,00","0,00","6,50","0,00",,"0,00","0,00",,
1977-05,may-77,mayo-1977,1977,5,1977-05-01,1977-05-31,205,"0,00",Y,"0,00","0,00","0,00","6,50","0,00",,"0,00","0,00",,
1977-06,jun-77,junio-1977,1977,6,1977-06-01,1977-06-30,205,"0,00",Y,"0,00","0,00","0,00","6,50","0,00",,"0,00","0,00",,
1977-07,jul-77,julio-1977,1977,7,1977-07-01,1977-07-31,205,"0,00",Y,"0,00","0,00","0,00","6,50","0,00",,"0,00","0,00",,
1977-08,ago-77,agosto-1977,1977,8,1977-08-01,1977-08-31,205,"0,00",Y,"0,00","0,00","0,00","6,50","0,00",,"0,00","0,00",,
1977-09,sep-77,septiembre-1977,1977,9,1977-09-01,1977-09-30,205,"0,00",Y,"0,00","0,00","0,00","6,50","0,00",,"0,00","0,00",,
1977-10,oct-77,octubre-1977,1977,10,1977-10-01,1977-10-31,205,"0,00",Y,"0,00","0,00","0,00","6,50","0,00",,"0,00","0,00",,
1977-11,nov-77,noviembre-1977,1977,11,1977-11-01,1977-11-30,205,"0,00",Y,"0,00","0,00","0,00","6,50","0,00",,"0,00","0,00",,
1977-12,dic-77,diciembre-1977,1977,12,1977-12-01,1977-12-31,205,"0,00",Y,"0,00","0,00","0,00","6,50","0,00",,"0,00","0,00",,
1978-01,ene-78,enero-1978,1978,1,1978-01-01,1978-01-31,205,"0,00",Y,"0,00","0,00","0,00","7,00","0,00",,"0,00","0,00",,
1978-02,feb-78,febrero-1978,1978,2,1978-02-01,1978-02-28,205,"0,00",Y,"0,00","0,00","0,00","7,00","0,00",,"0,00","0,00",,
1978-03,mar-78,marzo-1978,1978,3,1978-03-01,1978-03-31,205,"0,00",Y,"0,00","0,00","0,00","7,00","0,00",,"0,00","0,00",,
1978-04,abr-78,abril-1978,1978,4,1978-04-01,1978-04-30,205,"0,00",Y,"0,00","0,00","0,00","7,00","0,00",,"0,00","0,00",,
1978-05,may-78,mayo-1978,1978,5,1978-05-01,1978-05-31,205,"0,00",Y,"0,00","0,00","0,00","7,00","0,00",,"0,00","0,00",,
1978-06,jun-78,junio-1978,1978,6,1978-06-01,1978-06-30,205,"0,00",Y,"0,00","0,00","0,00","7,00","0,00",,"0,00","0,00",,
1978-07,jul-78,julio-1978,1978,7,1978-07-01,1978-07-31,205,"0,00",Y,"0,00","0,00","0,00","7,00","0,00",,"0,00","0,00",,
1978-08,ago-78,agosto-1978,1978,8,1978-08-01,1978-08-31,205,"0,00",Y,"0,00","0,00","0,00","7,00","0,00",,"0,00","0,00",,
1978-09,sep-78,septiembre-1978,1978,9,1978-09-01,1978-09-30,205,"0,00",Y,"0,00","0,00","0,00","7,00","0,00",,"0,00","0,00",,
1978-10,oct-78,octubre-1978,1978,10,1978-10-01,1978-10-31,205,"0,00",Y,"0,00","0,00","0,00","7,00","0,00",,"0,00","0,00",,
1978-11,nov-78,noviembre-1978,1978,11,1978-11-01,1978-11-30,205,"0,00",Y,"0,00","0,00","0,00","7,00","0,00",,"0,00","0,00",,
1978-12,dic-78,diciembre-1978,1978,12,1978-12-01,1978-12-31,205,"0,00",Y,"0,00","0,00","0,00","7,00","0,00",,"0,00","0,00",,
1979-01,ene-79,enero-1979,1979,1,1979-01-01,1979-01-31,205,"0,00",Y,"0,00","0,00","0,00","8,00","0,00",,"0,00","0,00",,
1979-02,feb-79,febrero-1979,1979,2,1979-02-01,1979-02-28,205,"0,00",Y,"0,00","0,00","0,00","8,00","0,00",,"0,00","0,00",,
1979-03,mar-79,marzo-1979,1979,3,1979-03-01,1979-03-31,205,"0,00",Y,"0,00","0,00","0,00","8,00","0,00",,"0,00","0,00",,
1979-04,abr-79,abril-1979,1979,4,1979-04-01,1979-04-30,205,"0,00",Y,"0,00","0,00","0,00","8,00","0,00",,"0,00","0,00",,
1979-05,may-79,mayo-1979,1979,5,1979-05-01,1979-05-31,205,"0,00",Y,"0,00","0,00","0,00","8,00","0,00",,"0,00","0,00",,
1979-06,jun-79,junio-1979,1979,6,1979-06-01,1979-06-30,205,"0,00",Y,"0,00","0,00","0,00","8,00","0,00",,"0,00","0,00",,
1979-07,jul-79,julio-1979,1979,7,1979-07-01,1979-07-31,205,"0,00",Y,"0,00","0,00","0,00","8,00","0,00",,"0,00","0,00",,
1979-08,ago-79,agosto-1979,1979,8,1979-08-01,1979-08-31,205,"0,00",Y,"0,00","0,00","0,00","8,00","0,00",,"0,00","0,00",,
1979-09,sep-79,septiembre-1979,1979,9,1979-09-01,1979-09-30,205,"0,00",Y,"0,00","0,00","0,00","8,00","0,00",,"0,00","0,00",,
1979-10,oct-79,octubre-1979,1979,10,1979-10-01,1979-10-31,205,"0,00",Y,"0,00","0,00","0,00","8,00","0,00",,"0,00","0,00",,
1979-11,nov-79,noviembre-1979,1979,11,1979-11-01,1979-11-30,205,"0,00",Y,"0,00","0,00","0,00","8,00","0,00",,"0,00","0,00",,
1979-12,dic-79,diciembre-1979,1979,12,1979-12-01,1979-12-31,205,"0,00",Y,"0,00","0,00","0,00","8,00","0,00",,"0,00","0,00",,
1980-01,ene-80,enero-1980,1980,1,1980-01-01,1980-01-31,205,"0,00",Y,"0,00","0,00","0,00","10,00","0,00",,"0,00","0,00",,
1980-02,feb-80,febrero-1980,1980,2,1980-02-01,1980-02-29,205,"0,00",Y,"0,00","0,00","0,00","10,00","0,00",,"0,00","0,00",,
1980-03,mar-80,marzo-1980,1980,3,1980-03-01,1980-03-31,205,"0,00",Y,"0,00","0,00","0,00","10,00","0,00",,"0,00","0,00",,
1980-04,abr-80,abril-1980,1980,4,1980-04-01,1980-04-30,205,"0,00",Y,"0,00","0,00","0,00","10,00","0,00",,"0,00","0,00",,
1980-05,may-80,mayo-1980,1980,5,1980-05-01,1980-05-31,205,"0,00",Y,"0,00","0,00","0,00","10,00","0,00",,"0,00","0,00",,
1980-06,jun-80,junio-1980,1980,6,1980-06-01,1980-06-30,205,"0,00",Y,"0,00","0,00","0,00","10,00","0,00",,"0,00","0,00",,
1980-07,jul-80,julio-1980,1980,7,1980-07-01,1980-07-31,205,"0,00",Y,"0,00","0,00","0,00","10,00","0,00",,"0,00","0,00",,
1980-08,ago-80,agosto-1980,1980,8,1980-08-01,1980-08-31,205,"0,00",Y,"0,00","0,00","0,00","10,00","0,00",,"0,00","0,00",,
1980-09,sep-80,septiembre-1980,1980,9,1980-09-01,1980-09-30,205,"0,00",Y,"0,00","0,00","0,00","10,00","0,00",,"0,00","0,00",,
1980-10,oct-80,octubre-1980,1980,10,1980-10-01,1980-10-31,205,"0,00",Y,"0,00","0,00","0,00","10,00","0,00",,"0,00","0,00",,
1980-11,nov-80,noviembre-1980,1980,11,1980-11-01,1980-11-30,205,"0,00",Y,"0,00","0,00","0,00","10,00","0,00",,"0,00","0,00",,
1980-12,dic-80,diciembre-1980,1980,12,1980-12-01,1980-12-31,205,"0,00",Y,"0,00","0,00","0,00","10,00","0,00",,"0,00","0,00",,
1981-01,ene-81,enero-1981,1981,1,1981-01-01,1981-01-31,205,"0,00",Y,"0,00","0,00","0,00","10,50","0,00",,"0,00","0,00",,
1981-02,feb-81,febrero-1981,1981,2,1981-02-01,1981-02-28,205,"0,00",Y,"0,00","0,00","0,00","10,50","0,00",,"0,00","0,00",,
1981-03,mar-81,marzo-1981,1981,3,1981-03-01,1981-03-31,205,"0,00",Y,"0,00","0,00","0,00","10,50","0,00",,"0,00","0,00",,
1981-04,abr-81,abril-1981,1981,4,1981-04-01,1981-04-30,205,"0,00",Y,"0,00","0,00","0,00","10,50","0,00",,"0,00","0,00",,
1981-05,may-81,mayo-1981,1981,5,1981-05-01,1981-05-31,205,"0,00",Y,"0,00","0,00","0,00","10,50","0,00",,"0,00","0,00",,
1981-06,jun-81,junio-1981,1981,6,1981-06-01,1981-06-30,205,"0,00",Y,"0,00","0,00","0,00","10,50","0,00",,"0,00","0,00",,
1981-07,jul-81,julio-1981,1981,7,1981-07-01,1981-07-31,205,"0,00",Y,"0,00","0,00","0,00","10,50","0,00",,"0,00","0,00",,
1981-08,ago-81,agosto-1981,1981,8,1981-08-01,1981-08-31,205,"0,00",Y,"0,00","0,00","0,00","10,50","0,00",,"0,00","0,00",,
1981-09,sep-81,septiembre-1981,1981,9,1981-09-01,1981-09-30,205,"0,00",Y,"0,00","0,00","0,00","10,50","0,00",,"0,00","0,00",,
1981-10,oct-81,octubre-1981,1981,10,1981-10-01,1981-10-31,205,"0,00",Y,"0,00","0,00","0,00","10,50","0,00",,"0,00","0,00",,
1981-11,nov-81,noviembre-1981,1981,11,1981-11-01,1981-11-30,205,"0,00",Y,"0,00","0,00","0,00","10,50","0,00",,"0,00","0,00",,
1981-12,dic-81,diciembre-1981,1981,12,1981-12-01,1981-12-31,205,"0,00",Y,"0,00","0,00","0,00","10,50","0,00",,"0,00","0,00",,
1982-01,ene-82,enero-1982,1982,1,1982-01-01,1982-01-31,205,"0,00",Y,"0,00","0,00","0,00","11,50","0,00",,"0,00","0,00",,
1982-02,feb-82,febrero-1982,1982,2,1982-02-01,1982-02-28,205,"0,00",Y,"0,00","0,00","0,00","11,50","0,00",,"0,00","0,00",,
1982-03,mar-82,marzo-1982,1982,3,1982-03-01,1982-03-31,205,"0,00",Y,"0,00","0,00","0,00","11,50","0,00",,"0,00","0,00",,
1982-04,abr-82,abril-1982,1982,4,1982-04-01,1982-04-30,205,"0,00",Y,"0,00","0,00","0,00","11,50","0,00",,"0,00","0,00",,
1982-05,may-82,mayo-1982,1982,5,1982-05-01,1982-05-31,205,"0,00",Y,"0,00","0,00","0,00","11,50","0,00",,"0,00","0,00",,
1982-06,jun-82,junio-1982,1982,6,1982-06-01,1982-06-30,205,"0,00",Y,"0,00","0,00","0,00","11,50","0,00",,"0,00","0,00",,
1982-07,jul-82,julio-1982,1982,7,1982-07-01,1982-07-31,205,"0,00",Y,"0,00","0,00","0,00","11,50","0,00",,"0,00","0,00",,
1982-08,ago-82,agosto-1982,1982,8,1982-08-01,1982-08-31,205,"0,00",Y,"0,00","0,00","0,00","11,50","0,00",,"0,00","0,00",,
1982-09,sep-82,septiembre-1982,1982,9,1982-09-01,1982-09-30,205,"0,00",Y,"0,00","0,00","0,00","11,50","0,00",,"0,00","0,00",,
1982-10,oct-82,octubre-1982,1982,10,1982-10-01,1982-10-31,205,"0,00",Y,"0,00","0,00","0,00","11,50","0,00",,"0,00","0,00",,
1982-11,nov-82,noviembre-1982,1982,11,1982-11-01,1982-11-30,205,"0,00",Y,"0,00","0,00","0,00","11,50","0,00",,"0,00","0,00",,
1982-12,dic-82,diciembre-1982,1982,12,1982-12-01,1982-12-31,205,"0,00",Y,"0,00","0,00","0,00","11,50","0,00",,"0,00","0,00",,
1983-01,ene-83,enero-1983,1983,1,1983-01-01,1983-01-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1983-02,feb-83,febrero-1983,1983,2,1983-02-01,1983-02-28,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1983-03,mar-83,marzo-1983,1983,3,1983-03-01,1983-03-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1983-04,abr-83,abril-1983,1983,4,1983-04-01,1983-04-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1983-05,may-83,mayo-1983,1983,5,1983-05-01,1983-05-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1983-06,jun-83,junio-1983,1983,6,1983-06-01,1983-06-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1983-07,jul-83,julio-1983,1983,7,1983-07-01,1983-07-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1983-08,ago-83,agosto-1983,1983,8,1983-08-01,1983-08-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1983-09,sep-83,septiembre-1983,1983,9,1983-09-01,1983-09-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1983-10,oct-83,octubre-1983,1983,10,1983-10-01,1983-10-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1983-11,nov-83,noviembre-1983,1983,11,1983-11-01,1983-11-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1983-12,dic-83,diciembre-1983,1983,12,1983-12-01,1983-12-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1984-01,ene-84,enero-1984,1984,1,1984-01-01,1984-01-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1984-02,feb-84,febrero-1984,1984,2,1984-02-01,1984-02-29,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1984-03,mar-84,marzo-1984,1984,3,1984-03-01,1984-03-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1984-04,abr-84,abril-1984,1984,4,1984-04-01,1984-04-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1984-05,may-84,mayo-1984,1984,5,1984-05-01,1984-05-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1984-06,jun-84,junio-1984,1984,6,1984-06-01,1984-06-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1984-07,jul-84,julio-1984,1984,7,1984-07-01,1984-07-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1984-08,ago-84,agosto-1984,1984,8,1984-08-01,1984-08-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1984-09,sep-84,septiembre-1984,1984,9,1984-09-01,1984-09-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1984-10,oct-84,octubre-1984,1984,10,1984-10-01,1984-10-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1984-11,nov-84,noviembre-1984,1984,11,1984-11-01,1984-11-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1984-12,dic-84,diciembre-1984,1984,12,1984-12-01,1984-12-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1985-01,ene-85,enero-1985,1985,1,1985-01-01,1985-01-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1985-02,feb-85,febrero-1985,1985,2,1985-02-01,1985-02-28,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1985-03,mar-85,marzo-1985,1985,3,1985-03-01,1985-03-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1985-04,abr-85,abril-1985,1985,4,1985-04-01,1985-04-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1985-05,may-85,mayo-1985,1985,5,1985-05-01,1985-05-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1985-06,jun-85,junio-1985,1985,6,1985-06-01,1985-06-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1985-07,jul-85,julio-1985,1985,7,1985-07-01,1985-07-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1985-08,ago-85,agosto-1985,1985,8,1985-08-01,1985-08-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1985-09,sep-85,septiembre-1985,1985,9,1985-09-01,1985-09-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1985-10,oct-85,octubre-1985,1985,10,1985-10-01,1985-10-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1985-11,nov-85,noviembre-1985,1985,11,1985-11-01,1985-11-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1985-12,dic-85,diciembre-1985,1985,12,1985-12-01,1985-12-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1986-01,ene-86,enero-1986,1986,1,1986-01-01,1986-01-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1986-02,feb-86,febrero-1986,1986,2,1986-02-01,1986-02-28,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1986-03,mar-86,marzo-1986,1986,3,1986-03-01,1986-03-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1986-04,abr-86,abril-1986,1986,4,1986-04-01,1986-04-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1986-05,may-86,mayo-1986,1986,5,1986-05-01,1986-05-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1986-06,jun-86,junio-1986,1986,6,1986-06-01,1986-06-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1986-07,jul-86,julio-1986,1986,7,1986-07-01,1986-07-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1986-08,ago-86,agosto-1986,1986,8,1986-08-01,1986-08-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1986-09,sep-86,septiembre-1986,1986,9,1986-09-01,1986-09-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1986-10,oct-86,octubre-1986,1986,10,1986-10-01,1986-10-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1986-11,nov-86,noviembre-1986,1986,11,1986-11-01,1986-11-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1986-12,dic-86,diciembre-1986,1986,12,1986-12-01,1986-12-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1987-01,ene-87,enero-1987,1987,1,1987-01-01,1987-01-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1987-02,feb-87,febrero-1987,1987,2,1987-02-01,1987-02-28,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1987-03,mar-87,marzo-1987,1987,3,1987-03-01,1987-03-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1987-04,abr-87,abril-1987,1987,4,1987-04-01,1987-04-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1987-05,may-87,mayo-1987,1987,5,1987-05-01,1987-05-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1987-06,jun-87,junio-1987,1987,6,1987-06-01,1987-06-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1987-07,jul-87,julio-1987,1987,7,1987-07-01,1987-07-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1987-08,ago-87,agosto-1987,1987,8,1987-08-01,1987-08-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1987-09,sep-87,septiembre-1987,1987,9,1987-09-01,1987-09-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1987-10,oct-87,octubre-1987,1987,10,1987-10-01,1987-10-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1987-11,nov-87,noviembre-1987,1987,11,1987-11-01,1987-11-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1987-12,dic-87,diciembre-1987,1987,12,1987-12-01,1987-12-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1988-01,ene-88,enero-1988,1988,1,1988-01-01,1988-01-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1988-02,feb-88,febrero-1988,1988,2,1988-02-01,1988-02-29,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1988-03,mar-88,marzo-1988,1988,3,1988-03-01,1988-03-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1988-04,abr-88,abril-1988,1988,4,1988-04-01,1988-04-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1988-05,may-88,mayo-1988,1988,5,1988-05-01,1988-05-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1988-06,jun-88,junio-1988,1988,6,1988-06-01,1988-06-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1988-07,jul-88,julio-1988,1988,7,1988-07-01,1988-07-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1988-08,ago-88,agosto-1988,1988,8,1988-08-01,1988-08-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1988-09,sep-88,septiembre-1988,1988,9,1988-09-01,1988-09-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1988-10,oct-88,octubre-1988,1988,10,1988-10-01,1988-10-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1988-11,nov-88,noviembre-1988,1988,11,1988-11-01,1988-11-30,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1988-12,dic-88,diciembre-1988,1988,12,1988-12-01,1988-12-31,205,"0,00",Y,"0,00","0,00","0,00","12,00","0,00",,"0,00","0,00",,
1989-01,ene-89,enero-1989,1989,1,1989-01-01,1989-01-31,205,"0,00",Y,"4,00","0,13","0,00","12,00","0,00",,"0,00","0,00",,
1989-02,feb-89,febrero-1989,1989,2,1989-02-01,1989-02-28,205,"0,00",Y,"4,00","0,13","0,00","12,00","0,00",,"0,00","0,00",,
1989-03,mar-89,marzo-1989,1989,3,1989-03-01,1989-03-31,205,"0,00",Y,"4,00","0,13","0,00","12,00","0,00",,"0,00","0,00",,
1989-04,abr-89,abril-1989,1989,4,1989-04-01,1989-04-30,205,"0,00",Y,"4,00","0,13","0,00","12,00","0,00",,"0,00","0,00",,
1989-05,may-89,mayo-1989,1989,5,1989-05-01,1989-05-31,205,"0,00",Y,"4,00","0,13","0,00","12,00","0,00",,"0,00","0,00",,
1989-06,jun-89,junio-1989,1989,6,1989-06-01,1989-06-30,205,"0,00",Y,"4,00","0,13","0,00","27,00","0,00",,"0,00","0,00",,
1989-07,jul-89,julio-1989,1989,7,1989-07-01,1989-07-31,205,"0,00",Y,"4,00","0,13","0,00","29,00","0,00",,"0,00","0,00",,
1989-08,ago-89,agosto-1989,1989,8,1989-08-01,1989-08-31,205,"0,00",Y,"4,00","0,13","0,00","31,00","0,00",,"0,00","0,00",,
